time,price,instrument
62126.281,0.0,future
62126.281,0.0,etf
62126.343,6050.0,future
62126.343,5850.0,etf
62126.375,5800.0,future
62126.375,6050.0,etf
62126.375,5800.0,future
62126.375,5950.0,etf
62126.375,5800.0,future
62126.375,5800.0,etf
62126.406,5750.0,future
62126.406,5800.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.421,5750.0,etf
62126.421,5750.0,future
62126.437,5750.0,etf
62126.437,5750.0,future
62126.437,5750.0,etf
62126.437,5750.0,future
62126.437,5750.0,etf
62126.437,5800.0,future
62126.437,5750.0,etf
62126.468,5750.0,future
62126.468,5800.0,etf
62126.468,5750.0,future
62126.468,5800.0,etf
62126.468,5750.0,future
62126.468,5750.0,etf
62126.468,5750.0,future
62126.468,5750.0,etf
62126.5,5650.0,future
62126.5,5750.0,etf
62126.531,5550.0,future
62126.531,5650.0,etf
62126.578,5750.0,future
62126.578,5550.0,etf
62126.578,5750.0,future
62126.578,5750.0,etf
62126.593,5750.0,future
62126.593,5750.0,etf
62126.625,5500.0,future
62126.625,5750.0,etf
62126.625,5500.0,future
62126.625,5750.0,etf
62126.625,5500.0,future
62126.625,5800.0,etf
62126.625,5500.0,future
62126.625,5500.0,etf
62126.64,5400.0,future
62126.64,5500.0,etf
62126.671,5550.0,future
62126.671,5800.0,etf
62126.671,5550.0,future
62126.671,5800.0,etf
62126.671,5550.0,future
62126.671,5650.0,etf
62126.671,5550.0,future
62126.671,5650.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.671,5550.0,future
62126.671,5750.0,etf
62126.687,5550.0,future
62126.687,5750.0,etf
62126.687,5550.0,future
62126.687,5750.0,etf
62126.687,5550.0,future
62126.687,5750.0,etf
62126.687,5700.0,future
62126.703,5750.0,etf
62126.718,5750.0,future
62126.718,5900.0,etf
62126.718,5750.0,future
62126.718,5950.0,etf
62126.734,5950.0,future
62126.734,5950.0,etf
62126.781,6100.0,future
62126.781,6150.0,etf
62126.828,5850.0,future
62126.828,5800.0,etf
62126.828,5850.0,future
62126.828,5950.0,etf
62126.843,6000.0,future
62126.843,5950.0,etf
62126.89,6400.0,future
62126.89,6100.0,etf
62126.921,6350.0,future
62126.921,6100.0,etf
62126.921,6350.0,future
62126.921,6100.0,etf
62126.921,6350.0,future
62126.921,6100.0,etf
62126.921,6350.0,future
62126.921,6350.0,etf
62126.921,6350.0,future
62126.921,6350.0,etf
62126.921,6350.0,future
62126.921,6250.0,etf
62126.921,6350.0,future
62126.921,6250.0,etf
62126.921,6350.0,future
62126.921,6250.0,etf
62126.921,6350.0,future
62126.921,6250.0,etf
62126.921,6350.0,future
62126.921,6250.0,etf
62126.921,6350.0,future
62126.921,6250.0,etf
62126.921,6350.0,future
62126.921,6250.0,etf
62126.921,6350.0,future
62126.921,6250.0,etf
62126.921,6350.0,future
62126.921,6250.0,etf
62126.921,6350.0,future
62126.921,6250.0,etf
62126.921,6350.0,future
62126.921,6250.0,etf
62126.921,6350.0,future
62126.921,6250.0,etf
62126.921,6350.0,future
62126.921,6250.0,etf
62126.921,6350.0,future
62126.921,6250.0,etf
62126.921,6350.0,future
62126.921,6250.0,etf
62126.921,6350.0,future
62126.921,6250.0,etf
62126.921,6350.0,future
62126.921,6250.0,etf
62126.921,6350.0,future
62126.921,6250.0,etf
62126.921,6350.0,future
62126.921,6250.0,etf
62126.921,6350.0,future
62126.921,6250.0,etf
62126.921,6350.0,future
62126.937,6250.0,etf
62126.937,6350.0,future
62126.937,6250.0,etf
62126.937,6350.0,future
62126.937,6250.0,etf
62126.937,6350.0,future
62126.937,6250.0,etf
62126.937,6250.0,future
62126.937,6250.0,etf
62126.968,5950.0,future
62126.968,6150.0,etf
62126.968,5950.0,future
62126.968,6250.0,etf
62126.968,5950.0,future
62126.968,5850.0,etf
62126.984,5950.0,future
62126.984,5850.0,etf
62127.031,5950.0,future
62127.031,5850.0,etf
62127.093,6450.0,future
62127.093,5850.0,etf
62127.125,6350.0,future
62127.125,6350.0,etf
62127.125,6350.0,future
62127.125,6250.0,etf
62127.14,6350.0,future
62127.14,6250.0,etf
62127.187,6650.0,future
62127.187,6250.0,etf
62127.234,6800.0,future
62127.234,6550.0,etf
62127.281,6900.0,future
62127.281,6650.0,etf
62127.343,7050.0,future
62127.343,6800.0,etf
62127.375,6850.0,future
62127.375,6600.0,etf
62127.375,6850.0,future
62127.375,6650.0,etf
62127.406,7200.0,future
62127.406,6650.0,etf
62127.421,7700.0,future
62127.421,6600.0,etf
62127.421,7700.0,future
62127.421,6600.0,etf
62127.421,7700.0,future
62127.421,6600.0,etf
62127.421,7700.0,future
62127.421,6600.0,etf
62127.421,7700.0,future
62127.421,6600.0,etf
62127.421,7700.0,future
62127.421,6600.0,etf
62127.421,7700.0,future
62127.421,6600.0,etf
62127.437,7700.0,future
62127.437,6600.0,etf
62127.437,7700.0,future
62127.437,6600.0,etf
62127.437,7700.0,future
62127.437,6600.0,etf
62127.437,7700.0,future
62127.437,6600.0,etf
62127.437,7700.0,future
62127.437,6600.0,etf
62127.437,7700.0,future
62127.437,6600.0,etf
62127.437,7700.0,future
62127.437,6600.0,etf
62127.437,7700.0,future
62127.437,6600.0,etf
62127.437,7600.0,future
62127.437,7350.0,etf
62127.468,7500.0,future
62127.468,7250.0,etf
62127.468,7500.0,future
62127.468,7550.0,etf
62127.468,7500.0,future
62127.468,7550.0,etf
62127.468,7500.0,future
62127.468,7250.0,etf
62127.5,7600.0,future
62127.5,7200.0,etf
62127.531,7850.0,future
62127.531,7300.0,etf
62127.593,7850.0,future
62127.593,7550.0,etf
62127.625,7900.0,future
62127.625,7550.0,etf
62127.625,7900.0,future
62127.625,7600.0,etf
62127.64,7800.0,future
62127.64,7600.0,etf
62127.671,7900.0,future
62127.671,7500.0,etf
62127.671,7900.0,future
62127.671,7500.0,etf
62127.671,7900.0,future
62127.671,7500.0,etf
62127.671,7900.0,future
62127.671,7500.0,etf
62127.671,7900.0,future
62127.671,7500.0,etf
62127.671,7900.0,future
62127.671,7600.0,etf
62127.671,7900.0,future
62127.671,7600.0,etf
62127.671,7900.0,future
62127.671,7600.0,etf
62127.671,7900.0,future
62127.671,7600.0,etf
62127.671,7900.0,future
62127.671,7600.0,etf
62127.671,7900.0,future
62127.671,7600.0,etf
62127.671,7900.0,future
62127.671,7600.0,etf
62127.671,7900.0,future
62127.671,7600.0,etf
62127.671,7900.0,future
62127.671,7600.0,etf
62127.671,7900.0,future
62127.671,7600.0,etf
62127.671,7900.0,future
62127.671,7600.0,etf
62127.671,7900.0,future
62127.671,7600.0,etf
62127.671,7900.0,future
62127.671,7600.0,etf
62127.671,7900.0,future
62127.671,7600.0,etf
62127.671,7900.0,future
62127.671,7600.0,etf
62127.671,7900.0,future
62127.671,7600.0,etf
62127.671,7900.0,future
62127.671,7600.0,etf
62127.671,7900.0,future
62127.671,7600.0,etf
62127.671,7900.0,future
62127.671,7600.0,etf
62127.671,7900.0,future
62127.671,7600.0,etf
62127.671,7900.0,future
62127.671,7600.0,etf
62127.671,7900.0,future
