time,price,instrument
4069.468,62200.0,future
4069.468,62300.0,etf
4069.593,61500.0,future
4069.593,62200.0,etf
4069.703,61550.0,future
4069.703,62300.0,etf
4069.828,61600.0,future
4069.828,61850.0,etf
4069.953,61550.0,future
4069.953,61800.0,etf
4070.093,61650.0,future
4070.093,61750.0,etf
4070.218,61800.0,future
4070.218,61850.0,etf
4070.343,61950.0,future
4070.343,61550.0,etf
4070.468,61700.0,future
4070.468,61600.0,etf
4070.578,61550.0,future
4070.578,61700.0,etf
4070.718,61650.0,future
4070.718,61550.0,etf
4070.843,61650.0,future
4070.843,61650.0,etf
4070.968,61550.0,future
4070.968,61650.0,etf
4071.078,61450.0,future
4071.078,61550.0,etf
4071.218,61300.0,future
4071.218,61450.0,etf
4071.343,61550.0,future
4071.343,61300.0,etf
4071.468,61450.0,future
4071.468,61550.0,etf
4071.578,61550.0,future
4071.578,61450.0,etf
4071.703,62100.0,future
4071.703,61550.0,etf
4071.828,62350.0,future
4071.828,62100.0,etf
4071.953,62200.0,future
4071.953,62350.0,etf
4072.093,62250.0,future
4072.093,62200.0,etf
4072.203,62150.0,future
4072.203,62250.0,etf
4072.328,62100.0,future
4072.328,62150.0,etf
4072.468,61850.0,future
4072.468,62100.0,etf
4072.578,61800.0,future
4072.578,61850.0,etf
4072.718,61600.0,future
4072.718,61800.0,etf
4072.828,61400.0,future
4072.828,61600.0,etf
4072.968,61450.0,future
4072.968,61400.0,etf
4073.093,61650.0,future
4073.093,61450.0,etf
4073.218,61550.0,future
4073.218,61650.0,etf
4073.328,61300.0,future
4073.328,61550.0,etf
4073.468,61300.0,future
4073.468,61550.0,etf
4073.593,61250.0,future
4073.593,61350.0,etf
4073.718,61300.0,future
4073.718,61250.0,etf
4073.843,61350.0,future
4073.843,61600.0,etf
4073.968,61350.0,future
4073.968,61550.0,etf
4074.078,61050.0,future
4074.078,61550.0,etf
4074.218,60650.0,future
4074.218,61250.0,etf
4074.343,60350.0,future
4074.343,60950.0,etf
4074.468,60150.0,future
4074.468,60650.0,etf
4074.578,59650.0,future
4074.578,60650.0,etf
4074.718,59650.0,future
4074.718,60150.0,etf
4074.843,59900.0,future
4074.843,60050.0,etf
4074.953,59450.0,future
4074.953,60250.0,etf
4075.093,59250.0,future
4075.093,59850.0,etf
4075.218,59350.0,future
4075.218,59750.0,etf
4075.343,59750.0,future
4075.343,59800.0,etf
4075.468,59700.0,future
4075.468,60150.0,etf
4075.593,59650.0,future
4075.593,60050.0,etf
4075.718,59750.0,future
4075.718,59950.0,etf
4075.828,59650.0,future
4075.828,59800.0,etf
4075.953,59650.0,future
4075.953,59850.0,etf
4076.093,59650.0,future
4076.093,59850.0,etf
4076.218,59350.0,future
4076.218,59850.0,etf
4076.343,59700.0,future
4076.343,59800.0,etf
4076.453,59650.0,future
4076.453,59800.0,etf
4076.578,59550.0,future
4076.578,59850.0,etf
4076.703,59650.0,future
4076.703,59750.0,etf
4076.843,59450.0,future
4076.843,59850.0,etf
4076.968,59250.0,future
4076.968,59800.0,etf
4077.093,59250.0,future
4077.093,59750.0,etf
4077.203,58300.0,future
4077.203,58800.0,etf
4077.328,57950.0,future
4077.328,58350.0,etf
4077.468,57900.0,future
4077.468,58400.0,etf
4077.593,57900.0,future
4077.593,58350.0,etf
4077.718,57500.0,future
4077.718,58300.0,etf
4077.828,57650.0,future
4077.828,57200.0,etf
4077.968,57800.0,future
4077.968,57250.0,etf
4078.093,57800.0,future
4078.093,57900.0,etf
