time,price,instrument
10594.718,61500.0,future
10594.718,61950.0,etf
10594.828,60850.0,future
10594.828,61500.0,etf
10594.968,60700.0,future
10594.968,61900.0,etf
10595.093,60800.0,future
10595.093,61050.0,etf
10595.203,60600.0,future
10595.203,61000.0,etf
10595.343,60650.0,future
10595.343,60850.0,etf
10595.453,60700.0,future
10595.453,60850.0,etf
10595.593,60700.0,future
10595.593,61000.0,etf
10595.703,60450.0,future
10595.703,61000.0,etf
10595.828,60550.0,future
10595.828,60900.0,etf
10595.953,60450.0,future
10595.953,60950.0,etf
10596.078,60350.0,future
10596.078,60850.0,etf
10596.203,60400.0,future
10596.203,60750.0,etf
10596.343,60750.0,future
10596.343,60700.0,etf
10596.468,60850.0,future
10596.468,60700.0,etf
10596.593,60850.0,future
10596.593,61050.0,etf
10596.703,61150.0,future
10596.703,61050.0,etf
10596.828,61150.0,future
10596.828,61350.0,etf
10596.968,61350.0,future
10596.968,61350.0,etf
10597.078,61250.0,future
10597.078,61550.0,etf
10597.203,61050.0,future
10597.203,61450.0,etf
10597.343,61050.0,future
10597.343,61250.0,etf
10597.453,60950.0,future
10597.453,61250.0,etf
10597.578,60800.0,future
10597.578,61150.0,etf
10597.718,60750.0,future
10597.718,61000.0,etf
10597.843,60800.0,future
10597.843,60950.0,etf
10597.968,60850.0,future
10597.968,61000.0,etf
10598.078,60850.0,future
10598.078,61050.0,etf
10598.218,60850.0,future
10598.218,61050.0,etf
10598.343,60950.0,future
10598.343,61050.0,etf
10598.468,60850.0,future
10598.468,61150.0,etf
10598.578,60900.0,future
10598.578,61050.0,etf
10598.703,60600.0,future
10598.703,61100.0,etf
10598.843,60450.0,future
10598.843,60750.0,etf
10598.953,60250.0,future
10598.953,60750.0,etf
10599.078,60250.0,future
10599.078,60550.0,etf
10599.218,60150.0,future
10599.218,60450.0,etf
10599.328,60200.0,future
10599.328,60350.0,etf
10599.468,60400.0,future
10599.468,60400.0,etf
10599.593,60150.0,future
10599.593,60550.0,etf
10599.703,60600.0,future
10599.703,60350.0,etf
10599.843,60600.0,future
10599.843,60800.0,etf
10599.968,60450.0,future
10599.968,60850.0,etf
10600.093,60400.0,future
10600.093,60650.0,etf
10600.203,60350.0,future
10600.203,60600.0,etf
10600.328,60250.0,future
10600.328,60550.0,etf
10600.468,60250.0,future
10600.468,60450.0,etf
10600.578,60150.0,future
10600.578,60450.0,etf
10600.718,59950.0,future
10600.718,60350.0,etf
10600.828,60000.0,future
10600.828,60350.0,etf
10600.968,60050.0,future
10600.968,60350.0,etf
10601.093,60050.0,future
10601.093,60350.0,etf
10601.218,59950.0,future
10601.218,60350.0,etf
10601.328,60150.0,future
10601.328,60350.0,etf
10601.468,59950.0,future
10601.468,60550.0,etf
10601.593,60000.0,future
10601.593,60350.0,etf
10601.718,60050.0,future
10601.718,60400.0,etf
10601.828,60300.0,future
10601.828,60450.0,etf
10601.953,60300.0,future
10601.953,60700.0,etf
10602.093,60300.0,future
10602.093,60700.0,etf
10602.218,60850.0,future
10602.218,60700.0,etf
10602.343,61300.0,future
10602.343,60600.0,etf
10602.468,61350.0,future
10602.468,61100.0,etf
10602.593,61350.0,future
10602.593,61100.0,etf
10602.718,61600.0,future
10602.718,61200.0,etf
10602.843,61550.0,future
10602.843,61200.0,etf
10602.953,61450.0,future
10602.953,61200.0,etf
10603.093,61500.0,future
10603.093,61250.0,etf
10603.218,61350.0,future
10603.218,61300.0,etf
10603.328,61200.0,future
10603.328,61150.0,etf
10603.468,61150.0,future
10603.468,61000.0,etf
10603.593,61000.0,future
10603.593,60950.0,etf
10603.718,61150.0,future
10603.718,60850.0,etf
10603.843,61000.0,future
10603.843,60950.0,etf
10603.953,61000.0,future
10603.953,60850.0,etf
10604.078,61000.0,future
10604.078,60800.0,etf
10604.203,61050.0,future
10604.203,60800.0,etf
10604.343,60950.0,future
10604.343,60850.0,etf
10604.453,61250.0,future
10604.453,60750.0,etf
10604.593,61100.0,future
10604.593,61050.0,etf
10604.703,61050.0,future
10604.703,60900.0,etf
10604.828,61200.0,future
10604.828,60850.0,etf
