time,price,instrument
60264.781,82450.0,future
60264.781,82500.0,etf
60264.812,82350.0,future
60264.812,82450.0,etf
60264.812,82350.0,future
60264.812,82350.0,etf
60264.828,82400.0,future
60264.828,82350.0,etf
60264.859,82400.0,future
60264.859,82400.0,etf
60264.875,82350.0,future
60264.875,82400.0,etf
60264.906,82400.0,future
60264.906,82350.0,etf
60264.906,82400.0,future
60264.906,82400.0,etf
60264.921,82400.0,future
60264.921,82400.0,etf
60264.953,82400.0,future
60264.953,82400.0,etf
60264.968,82350.0,future
60264.968,82400.0,etf
60265.031,82500.0,future
60265.031,82350.0,etf
60265.062,82450.0,future
60265.062,82700.0,etf
60265.062,82450.0,future
60265.062,82700.0,etf
60265.062,82450.0,future
60265.062,82550.0,etf
60265.078,82600.0,future
60265.078,82550.0,etf
60265.109,82700.0,future
60265.109,82700.0,etf
60265.109,82700.0,future
60265.109,82700.0,etf
60265.109,82700.0,future
60265.109,82800.0,etf
60265.125,82850.0,future
60265.125,82800.0,etf
60265.156,82800.0,future
60265.156,82950.0,etf
60265.156,82800.0,future
60265.156,82900.0,etf
60265.171,82750.0,future
60265.171,82950.0,etf
60265.203,82950.0,future
60265.218,83100.0,etf
60265.218,82900.0,future
60265.218,83200.0,etf
60265.265,82900.0,future
60265.265,83100.0,etf
60265.281,82800.0,future
60265.296,83100.0,etf
60265.328,83150.0,future
60265.328,83000.0,etf
60265.359,83150.0,future
60265.359,83100.0,etf
60265.359,83150.0,future
60265.359,83250.0,etf
60265.39,83050.0,future
60265.39,83250.0,etf
60265.421,83100.0,future
60265.421,83150.0,etf
60265.453,83150.0,future
60265.453,83200.0,etf
60265.453,83150.0,future
60265.453,83250.0,etf
60265.453,83150.0,future
60265.453,83250.0,etf
60265.484,83300.0,future
60265.484,83250.0,etf
60265.515,83350.0,future
60265.515,83100.0,etf
60265.515,83350.0,future
60265.515,83100.0,etf
60265.515,83350.0,future
60265.515,83100.0,etf
60265.515,83350.0,future
60265.515,83250.0,etf
60265.531,83300.0,future
60265.531,83250.0,etf
60265.562,83250.0,future
60265.562,83200.0,etf
60265.562,83250.0,future
60265.562,83200.0,etf
60265.562,83250.0,future
60265.562,83150.0,etf
60265.578,83250.0,future
60265.578,83150.0,etf
60265.609,83100.0,future
60265.609,83150.0,etf
60265.609,83100.0,future
60265.609,83000.0,etf
60265.625,83100.0,future
60265.625,83000.0,etf
60265.656,83100.0,future
60265.656,83000.0,etf
60265.671,83150.0,future
60265.671,83000.0,etf
60265.703,83000.0,future
60265.703,83050.0,etf
60265.703,83000.0,future
60265.703,82950.0,etf
60265.718,82950.0,future
60265.718,82950.0,etf
60265.765,83050.0,future
60265.765,83100.0,etf
60265.765,83050.0,future
60265.765,83050.0,etf
60265.781,83050.0,future
60265.781,83050.0,etf
60265.812,83050.0,future
60265.812,83050.0,etf
60265.812,83050.0,future
60265.812,83050.0,etf
60265.828,83100.0,future
60265.828,83050.0,etf
60265.859,83200.0,future
60265.859,83100.0,etf
60265.859,83200.0,future
60265.859,83200.0,etf
60265.875,83200.0,future
60265.875,83200.0,etf
60265.906,83350.0,future
60265.906,83200.0,etf
60265.906,83350.0,future
